,gammas,time,iters,policy,converge,v_map
0,0.05,0.03642106056213379,16,"[1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 1. 0. 0. 2. 1. 1. 1. 0. 0. 2. 1. 1. 3. 2.
 1. 3. 1. 2. 3. 0. 0. 2. 0. 0. 2. 0. 0. 2. 1. 1. 1. 0. 0. 2. 0. 0. 2. 1.
 1. 0. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1. 1. 2. 2. 0.]",True,"[1.54044335e-22 3.25922644e-21 0.00000000e+00 0.00000000e+00
 3.31163329e-16 1.95386367e-14 2.67377968e-13 0.00000000e+00
 5.83706362e-21 1.92151152e-19 8.04633703e-18 4.82588115e-16
 0.00000000e+00 8.85401600e-13 1.57557614e-11 4.75884608e-10
 1.52259063e-19 3.47691709e-18 0.00000000e+00 2.89472407e-14
 1.11545488e-12 3.73487959e-11 4.68575678e-10 2.80614361e-08
 5.50641543e-18 2.08270663e-16 1.24872565e-14 6.20896974e-13
 2.95495496e-11 1.77123662e-09 0.00000000e+00 1.65514885e-06
 1.16607963e-16 0.00000000e+00 1.28130147e-13 7.67532158e-12
 0.00000000e+00 1.06207299e-07 6.37066671e-06 9.76257204e-05
 6.87436360e-15 1.32273569e-13 0.00000000e+00 4.59770268e-10
 7.66283780e-12 0.00000000e+00 2.84508075e-04 5.75354684e-03
 2.73313884e-13 7.92953980e-12 0.00000000e+00 2.75708779e-08
 0.00000000e+00 2.84401867e-04 1.13105670e-02 3.39174755e-01
 8.19597932e-12 4.75366801e-10 2.80384453e-08 1.65379290e-06
 9.75457429e-05 5.75354504e-03 3.39174755e-01 0.00000000e+00]"
1,0.1,0.04653024673461914,21,"[1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 1. 0. 0. 2. 1. 1. 1. 0. 0. 2. 1. 1. 3. 2.
 1. 3. 1. 2. 3. 0. 0. 2. 0. 0. 2. 0. 0. 2. 1. 1. 1. 0. 0. 2. 0. 0. 2. 1.
 1. 0. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1. 1. 2. 2. 0.]",True,"[1.41161431e-18 1.44487883e-17 0.00000000e+00 0.00000000e+00
 1.91166825e-13 5.54383794e-12 3.89961715e-11 0.00000000e+00
 2.64880438e-17 4.17603261e-16 8.69521260e-15 2.60438775e-13
 0.00000000e+00 1.21775129e-10 1.12534514e-09 1.70616102e-08
 3.50550038e-16 3.80639723e-15 0.00000000e+00 7.80446803e-12
 1.50092045e-10 2.52236489e-09 1.65769687e-08 4.93661351e-07
 6.35955393e-15 1.13423764e-13 3.39254696e-12 8.37815575e-11
 1.97259198e-09 5.89438858e-08 0.00000000e+00 1.42991176e-05
 7.10033005e-14 0.00000000e+00 1.78814275e-11 5.33050277e-10
 0.00000000e+00 1.76382162e-06 5.28557047e-05 4.14180748e-04
 2.05273616e-12 1.90111360e-11 0.00000000e+00 1.58898453e-08
 5.29661511e-10 0.00000000e+00 1.16972657e-03 1.19583860e-02
 4.05182127e-11 5.68281345e-10 0.00000000e+00 4.75632648e-07
 0.00000000e+00 1.16796269e-03 2.30805554e-02 3.45623467e-01
 6.06746822e-10 1.69889110e-08 4.92071672e-07 1.42530896e-05
 4.12847526e-04 1.19583252e-02 3.45623467e-01 0.00000000e+00]"
2,0.15000000000000002,0.05664515495300293,25,"[1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 1. 0. 0. 2. 1. 1. 1. 0. 0. 2. 1. 1. 3. 2.
 1. 3. 1. 2. 3. 0. 0. 2. 0. 0. 2. 0. 0. 2. 1. 1. 1. 0. 0. 2. 0. 0. 2. 1.
 1. 0. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1. 1. 2. 2. 0.]",True,"[3.12672768e-16 2.06531409e-15 0.00000000e+00 0.00000000e+00
 8.40147458e-12 1.59628017e-10 7.70434463e-10 0.00000000e+00
 3.87546856e-15 3.89282949e-14 5.35837067e-13 1.06778130e-11
 0.00000000e+00 2.26249786e-09 1.44786268e-08 1.46553566e-07
 3.47056079e-14 2.38853363e-13 0.00000000e+00 2.13020424e-10
 2.72374504e-09 3.06117024e-08 1.40756472e-07 2.77003912e-06
 4.20553186e-13 4.70343336e-12 9.34092607e-11 1.52598562e-09
 2.36501780e-08 4.68753830e-07 0.00000000e+00 5.24841897e-05
 3.28707717e-12 0.00000000e+00 3.37496160e-10 6.65651395e-09
 0.00000000e+00 9.32081472e-06 1.85947541e-04 9.94429565e-04
 6.20339131e-11 3.68994828e-10 0.00000000e+00 1.31266797e-07
 6.56333986e-09 0.00000000e+00 2.71520043e-03 1.87082142e-02
 8.09649521e-10 7.31786264e-09 0.00000000e+00 2.61211609e-06
 0.00000000e+00 2.70587852e-03 3.54098469e-02 3.52740869e-01
 8.06547825e-09 1.45178609e-07 2.75032808e-06 5.21110550e-05
 9.87359717e-04 1.87077236e-02 3.52740869e-01 0.00000000e+00]"
3,0.2,0.06567192077636719,29,"[1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 1. 0. 0. 2. 1. 1. 1. 0. 0. 2. 1. 1. 3. 2.
 1. 3. 1. 2. 3. 0. 0. 2. 0. 0. 2. 0. 0. 2. 1. 1. 1. 0. 0. 2. 0. 0. 2. 1.
 1. 0. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1. 1. 2. 2. 0.]",True,"[1.52710360e-14 7.32163007e-14 0.00000000e+00 0.00000000e+00
 1.29778110e-10 1.81689354e-09 6.77351247e-09 0.00000000e+00
 1.40578203e-13 1.00975717e-12 1.03029575e-11 1.53534606e-10
 0.00000000e+00 1.86629971e-08 9.30122810e-08 7.05610431e-07
 9.58337668e-13 4.70282188e-12 0.00000000e+00 2.29271613e-09
 2.19079230e-08 1.85115782e-07 6.70910787e-07 9.78553375e-06
 8.71390548e-12 6.85742333e-11 1.01519677e-09 1.23292843e-08
 1.41210348e-07 2.08391801e-06 0.00000000e+00 1.36291862e-04
 5.34204433e-11 0.00000000e+00 2.83009310e-09 4.14361998e-08
 0.00000000e+00 3.09324441e-05 4.61902743e-04 1.89830053e-03
 7.39172301e-10 3.18015990e-09 0.00000000e+00 6.06383619e-07
 4.04255746e-08 0.00000000e+00 4.99930816e-03 2.61143047e-02
 7.16825232e-09 4.69632262e-08 0.00000000e+00 9.01389251e-06
 0.00000000e+00 4.96836731e-03 4.84134150e-02 3.60600958e-01
 5.33923062e-08 6.94099981e-07 9.66400743e-06 1.34602004e-04
 1.87476405e-03 2.61120947e-02 3.60600958e-01 0.00000000e+00]"
4,0.25,0.07583403587341309,34,"[1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 1. 0. 0. 2. 1. 1. 1. 0. 0. 2. 1. 1. 3. 2.
 1. 3. 1. 2. 3. 0. 0. 2. 0. 0. 2. 0. 0. 2. 1. 1. 1. 0. 0. 2. 0. 0. 2. 1.
 1. 0. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1. 1. 2. 2. 0.]",True,"[3.29050217e-13 1.22151740e-12 0.00000000e+00 0.00000000e+00
 1.13861822e-09 1.25248005e-08 3.84808279e-08 0.00000000e+00
 2.39803499e-12 1.31076412e-11 1.05347444e-10 1.25106168e-09
 0.00000000e+00 9.92919772e-08 4.10764307e-07 2.48653660e-06
 1.32707437e-11 4.95462157e-11 0.00000000e+00 1.49073928e-08
 1.13450580e-07 7.68214619e-07 2.34334310e-06 2.69411383e-05
 9.64319647e-11 5.68176204e-10 6.67213626e-09 6.41870714e-08
 5.78284950e-07 6.76178175e-06 0.00000000e+00 2.93865985e-04
 4.92575408e-10 0.00000000e+00 1.53103875e-08 1.77052514e-07
 0.00000000e+00 7.97948814e-05 9.50776795e-04 3.20558469e-03
 5.32189753e-09 1.76874830e-08 0.00000000e+00 2.04513271e-06
 1.70427726e-07 0.00000000e+00 8.12394197e-03 3.43106548e-02
 4.08533898e-08 2.06927898e-07 0.00000000e+00 2.41941123e-05
 0.00000000e+00 8.04410575e-03 6.22258720e-02 3.69293261e-01
 2.42459390e-07 2.42459390e-06 2.64280735e-05 2.88284215e-04
 3.14469829e-03 3.43033970e-02 3.69293261e-01 0.00000000e+00]"
5,0.3,0.08362340927124023,38,"[1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 1. 0. 0. 2. 1. 1. 1. 0. 0. 2. 1. 1. 3. 2.
 1. 3. 1. 2. 3. 0. 0. 2. 0. 0. 2. 0. 0. 2. 1. 1. 1. 0. 0. 2. 0. 0. 2. 1.
 1. 0. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1. 1. 2. 2. 0.]",True,"[4.26490349e-12 1.27748868e-11 0.00000000e+00 0.00000000e+00
 7.03022970e-09 6.32720673e-08 1.66854823e-07 0.00000000e+00
 2.56092446e-11 1.10709078e-10 7.26819713e-10 7.15748805e-09
 0.00000000e+00 4.02593783e-07 1.43842134e-06 7.22589221e-06
 1.19774124e-10 3.54661820e-10 0.00000000e+00 7.08480608e-08
 4.46920442e-07 2.52424442e-06 6.75572743e-06 6.35946085e-05
 7.23305293e-10 3.31613499e-09 3.20833828e-08 2.54402678e-07
 1.87411194e-06 1.80397963e-05 0.00000000e+00 5.65125585e-04
 3.19361264e-09 0.00000000e+00 6.31150156e-08 5.99066773e-07
 0.00000000e+00 1.75999607e-04 1.74195627e-03 5.02253565e-03
 2.80192085e-08 7.50514513e-08 0.00000000e+00 5.67315004e-06
 5.67315004e-07 0.00000000e+00 1.22210274e-02 4.34608646e-02
 1.77121425e-07 7.22495305e-07 0.00000000e+00 5.55651186e-05
 0.00000000e+00 1.20448746e-02 7.70074536e-02 3.78926754e-01
 8.71597522e-07 6.97278017e-06 6.18834240e-05 5.49978036e-04
 4.88791890e-03 4.34412921e-02 3.78926754e-01 0.00000000e+00]"
6,0.35000000000000003,0.09704232215881348,44,"[1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 1. 0. 0. 2. 1. 1. 1. 0. 0. 2. 1. 1. 3. 2.
 1. 3. 1. 2. 3. 0. 0. 2. 0. 0. 2. 0. 0. 2. 1. 1. 1. 0. 0. 2. 0. 0. 2. 1.
 1. 0. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1. 1. 2. 2. 0.]",True,"[3.92770977e-11 9.77289330e-11 0.00000000e+00 0.00000000e+00
 3.42684823e-08 2.59461366e-07 6.03776317e-07 0.00000000e+00
 1.99654806e-10 7.00670538e-10 3.84443800e-09 3.22516552e-08
 0.00000000e+00 1.36071688e-06 4.31198789e-06 1.84629017e-05
 8.11001568e-10 1.96165466e-09 0.00000000e+00 2.72598321e-07
 1.46474893e-06 7.09183832e-06 1.71362776e-05 1.35478553e-04
 4.17878579e-09 1.53025107e-08 1.25023937e-07 8.39556450e-07
 5.19055419e-06 4.21861591e-05 0.00000000e+00 1.00730329e-03
 1.63368674e-08 0.00000000e+00 2.16774784e-07 1.73304564e-06
 0.00000000e+00 3.49313257e-04 2.95192747e-03 7.49124635e-03
 1.19514639e-07 2.65873788e-07 0.00000000e+00 1.37983457e-05
 1.60980699e-06 0.00000000e+00 1.74616758e-02 5.37675091e-02
 6.39022763e-07 2.15940354e-06 0.00000000e+00 1.14928682e-04
 0.00000000e+00 1.71118946e-02 9.29520706e-02 3.89635179e-01
 2.67891167e-06 1.76042767e-05 1.30610612e-04 9.71304640e-04
 7.22355309e-03 5.37213116e-02 3.89635179e-01 0.00000000e+00]"
7,0.4,0.1055152416229248,49,"[1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 1. 0. 0. 2. 1. 1. 1. 0. 0. 2. 1. 1. 3. 2.
 1. 3. 1. 2. 3. 0. 0. 2. 0. 0. 2. 0. 0. 2. 1. 1. 1. 0. 0. 2. 0. 0. 2. 1.
 1. 0. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1. 1. 2. 2. 0.]",True,"[2.84245301e-10 6.00657590e-10 0.00000000e+00 0.00000000e+00
 1.41334564e-07 9.18674666e-07 1.92424434e-06 0.00000000e+00
 1.24693687e-09 3.62002903e-09 1.68384314e-08 1.22668207e-07
 0.00000000e+00 4.04714099e-06 1.15889136e-05 4.31197758e-05
 4.48506061e-09 9.06484946e-09 0.00000000e+00 9.03173118e-07
 4.21597435e-06 1.78459692e-05 3.97499349e-05 2.68689629e-04
 2.00880445e-08 5.98812813e-08 4.19956716e-07 2.43515582e-06
 1.28706653e-05 8.98788597e-05 0.00000000e+00 1.70336281e-03
 7.06910082e-08 0.00000000e+00 6.54638261e-07 4.48983024e-06
 0.00000000e+00 6.43374813e-04 4.73543224e-03 1.08031687e-02
 4.39403509e-07 8.30579804e-07 0.00000000e+00 3.05839327e-05
 4.07785770e-06 0.00000000e+00 2.40691983e-02 6.54851640e-02
 2.02554300e-06 5.78994502e-06 0.00000000e+00 2.20811808e-04
 0.00000000e+00 2.34245845e-02 1.10298391e-01 4.01584368e-01
 7.37608451e-06 4.05684648e-05 2.56318937e-04 1.62550462e-03
 1.03094611e-02 6.53859927e-02 4.01584368e-01 0.00000000e+00]"
8,0.45,0.12195920944213867,56,"[1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 1. 0. 0. 2. 1. 1. 1. 0. 0. 2. 1. 1. 3. 2.
 1. 3. 1. 2. 3. 0. 0. 2. 0. 0. 2. 0. 0. 2. 1. 1. 1. 0. 0. 2. 0. 0. 2. 1.
 1. 0. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1. 1. 2. 2. 0.]",True,"[1.72753956e-09 3.15680070e-09 0.00000000e+00 0.00000000e+00
 5.16157948e-07 2.92489504e-06 5.59630477e-06 0.00000000e+00
 6.63259011e-09 1.61609978e-08 6.42450399e-08 4.12139268e-07
 0.00000000e+00 1.09781005e-05 2.87874987e-05 9.44417924e-05
 2.14236795e-08 3.68623551e-08 0.00000000e+00 2.68335008e-06
 1.10435574e-05 4.14749427e-05 8.64967649e-05 5.06382658e-04
 8.45384955e-08 2.08164357e-07 1.26636153e-06 6.43330382e-06
 2.94654235e-05 1.78959296e-04 0.00000000e+00 2.77505994e-03
 2.70887118e-07 0.00000000e+00 1.80094201e-06 1.07399185e-05
 0.00000000e+00 1.12212160e-03 7.30185140e-03 1.52189570e-02
 1.45048851e-06 2.37271268e-06 0.00000000e+00 6.33652110e-05
 9.50478165e-06 0.00000000e+00 3.23379307e-02 7.89389049e-02
 5.84672219e-06 1.43675960e-05 0.00000000e+00 4.02190040e-04
 0.00000000e+00 3.12128721e-02 1.29345449e-01 4.14982530e-01
 1.87638297e-05 8.75645386e-05 4.77435223e-04 2.61790172e-03
 1.43573412e-02 7.87403651e-02 4.14982530e-01 0.00000000e+00]"
9,0.5,0.13993525505065918,65,"[1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 1. 0. 0. 2. 1. 1. 1. 0. 0. 2. 1. 2. 3. 2.
 1. 3. 1. 2. 3. 0. 0. 2. 0. 0. 2. 0. 0. 2. 1. 1. 1. 0. 0. 2. 0. 0. 2. 1.
 1. 0. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1. 1. 2. 2. 0.]",True,"[9.24556560e-09 1.48423416e-08 0.00000000e+00 0.00000000e+00
 1.72468974e-06 8.62344869e-06 1.52334952e-05 0.00000000e+00
 3.13854863e-08 6.49661426e-08 2.21469262e-07 1.26384943e-06
 0.00000000e+00 2.78837483e-05 6.75440273e-05 1.97558862e-04
 9.19612891e-08 1.36942107e-07 0.00000000e+00 7.36162732e-06
 2.70275150e-05 9.11350136e-05 1.79821554e-04 9.20250281e-04
 3.22864338e-07 6.64725212e-07 3.52854483e-06 1.58783995e-05
 6.36684490e-05 3.39104779e-04 0.00000000e+00 4.40369254e-03
 9.49596479e-07 0.00000000e+00 4.62814425e-06 2.42403207e-05
 0.00000000e+00 1.87982521e-03 1.09398465e-02 2.10982124e-02
 4.42511806e-06 6.36110721e-06 0.00000000e+00 1.24935380e-04
 2.08225634e-05 0.00000000e+00 4.26610414e-02 9.45512157e-02
 1.57644831e-05 3.37415252e-05 0.00000000e+00 7.04549398e-04
 0.00000000e+00 4.07748609e-02 1.50475186e-01 4.30095037e-01
 4.50808902e-05 1.80323561e-04 8.56536914e-04 4.10236101e-03
 1.96552681e-02 9.41739796e-02 4.30095037e-01 0.00000000e+00]"
