,gammas,time,iters,avg_score,policy,converge,v_map
0,0.05,0.002140522003173828,7,3.125000000000001e-07,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[3.125e-07 6.250e-06 1.250e-04 6.250e-06 0.000e+00 0.000e+00 2.500e-03
 0.000e+00 1.250e-04 2.500e-03 5.000e-02 1.000e+00 0.000e+00 5.000e-02
 1.000e+00 0.000e+00]"
1,0.1,0.002195596694946289,7,1.0000000000000003e-05,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[1.e-05 1.e-04 1.e-03 1.e-04 0.e+00 0.e+00 1.e-02 0.e+00 1.e-03 1.e-02
 1.e-01 1.e+00 0.e+00 1.e-01 1.e+00 0.e+00]"
2,0.15000000000000002,0.0020754337310791016,7,7.593750000000005e-05,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[7.59375e-05 5.06250e-04 3.37500e-03 5.06250e-04 0.00000e+00 0.00000e+00
 2.25000e-02 0.00000e+00 3.37500e-03 2.25000e-02 1.50000e-01 1.00000e+00
 0.00000e+00 1.50000e-01 1.00000e+00 0.00000e+00]"
3,0.2,0.0021381378173828125,7,0.0003200000000000001,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[3.2e-04 1.6e-03 8.0e-03 1.6e-03 0.0e+00 0.0e+00 4.0e-02 0.0e+00 8.0e-03
 4.0e-02 2.0e-01 1.0e+00 0.0e+00 2.0e-01 1.0e+00 0.0e+00]"
4,0.25,0.0021123886108398438,7,0.0009765625,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[9.765625e-04 3.906250e-03 1.562500e-02 3.906250e-03 0.000000e+00
 0.000000e+00 6.250000e-02 0.000000e+00 1.562500e-02 6.250000e-02
 2.500000e-01 1.000000e+00 0.000000e+00 2.500000e-01 1.000000e+00
 0.000000e+00]"
5,0.3,0.00223541259765625,7,0.0024299999999999994,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.00243 0.0081  0.027   0.0081  0.      0.      0.09    0.      0.027
 0.09    0.3     1.      0.      0.3     1.      0.     ]"
6,0.35000000000000003,0.002112150192260742,7,0.005252187500000004,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.00525219 0.01500625 0.042875   0.01500625 0.         0.
 0.1225     0.         0.042875   0.1225     0.35       1.
 0.         0.35       1.         0.        ]"
7,0.4,0.0021026134490966797,7,0.010240000000000003,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.01024 0.0256  0.064   0.0256  0.      0.      0.16    0.      0.064
 0.16    0.4     1.      0.      0.4     1.      0.     ]"
8,0.45,0.0023169517517089844,7,0.018452812500000002,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.01845281 0.04100625 0.091125   0.04100625 0.         0.
 0.2025     0.         0.091125   0.2025     0.45       1.
 0.         0.45       1.         0.        ]"
9,0.5,0.0020906925201416016,7,0.03125,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.03125 0.0625  0.125   0.0625  0.      0.      0.25    0.      0.125
 0.25    0.5     1.      0.      0.5     1.      0.     ]"
10,0.55,0.0021011829376220703,7,0.050328437500000045,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.05032844 0.09150625 0.166375   0.09150625 0.         0.
 0.3025     0.         0.166375   0.3025     0.55       1.
 0.         0.55       1.         0.        ]"
11,0.6000000000000001,0.002096891403198242,7,0.07776000000000005,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.07776 0.1296  0.216   0.1296  0.      0.      0.36    0.      0.216
 0.36    0.6     1.      0.      0.6     1.      0.     ]"
12,0.6500000000000001,0.0023016929626464844,7,0.11602906250000007,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.11602906 0.17850625 0.274625   0.17850625 0.         0.
 0.4225     0.         0.274625   0.4225     0.65       1.
 0.         0.65       1.         0.        ]"
13,0.7000000000000001,0.002094745635986328,7,0.16807000000000014,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.16807 0.2401  0.343   0.2401  0.      0.      0.49    0.      0.343
 0.49    0.7     1.      0.      0.7     1.      0.     ]"
14,0.7500000000000001,0.002388477325439453,7,0.2373046875000001,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.23730469 0.31640625 0.421875   0.31640625 0.         0.
 0.5625     0.         0.421875   0.5625     0.75       1.
 0.         0.75       1.         0.        ]"
15,0.8,0.0021533966064453125,7,0.3276800000000001,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.32768 0.4096  0.512   0.4096  0.      0.      0.64    0.      0.512
 0.64    0.8     1.      0.      0.8     1.      0.     ]"
16,0.8500000000000001,0.0021474361419677734,7,0.44370531250000034,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.44370531 0.52200625 0.614125   0.52200625 0.         0.
 0.7225     0.         0.614125   0.7225     0.85       1.
 0.         0.85       1.         0.        ]"
17,0.9000000000000001,0.002191781997680664,7,0.5904900000000006,[2. 2. 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 2. 2. 0.],True,"[0.59049 0.6561  0.729   0.6561  0.      0.      0.81    0.      0.729
 0.81    0.9     1.      0.      0.9     1.      0.     ]"
