,eps,conv_iters,threshold,max_value,times_api,times_real,policy_updates,policies
0,0.0,0,0,12.057441741011147,1.9528064657998085,3.911914348602295,100000,"(0, 1, 0, 1, 1, 0, 0, 0)"
1,0.05,0,0,13.729616324159094,1.949259878280163,3.9337568283081055,100000,"(0, 1, 1, 0, 1, 0, 0, 0)"
2,0.1,0,0,10.463027446268175,1.9497260969114303,3.9352235794067383,100000,"(0, 1, 1, 1, 1, 1, 1, 0)"
3,0.15000000000000002,0,0,4.098955141844799,1.9718415642142295,3.9735989570617676,100000,"(0, 0, 0, 1, 1, 1, 1, 0)"
4,0.2,0,0,10.441561565064086,1.948963060450554,3.9396674633026123,100000,"(0, 1, 1, 1, 0, 1, 0, 0)"
5,0.25,0,0,10.365858252781734,1.9545160766458511,3.9686951637268066,100000,"(0, 1, 1, 1, 1, 1, 0, 0)"
6,0.30000000000000004,0,0,5.8921975456477504,1.9708408334565162,3.983736515045166,100000,"(0, 0, 1, 1, 1, 0, 1, 0)"
7,0.35000000000000003,0,0,10.624363812402589,1.9409715188646317,3.9175949096679688,100000,"(0, 1, 1, 1, 1, 0, 0, 0)"
8,0.4,0,0,10.482510265760713,1.934661464562416,3.907505750656128,100000,"(0, 1, 1, 1, 0, 1, 1, 0)"
9,0.45,0,0,12.677721251885208,1.9859557383441926,4.0243918895721436,100000,"(0, 1, 1, 1, 1, 0, 0, 0)"
10,0.5,0,0,10.46922855090724,1.9694924315810203,3.960385322570801,100000,"(0, 1, 1, 1, 1, 0, 1, 0)"
11,0.55,0,0,10.421250034278419,2.0597156266760828,4.224597454071045,100000,"(0, 1, 1, 1, 0, 1, 0, 0)"
12,0.6000000000000001,0,0,10.457381424386869,2.124149709916115,4.278779983520508,100000,"(0, 1, 1, 1, 1, 1, 0, 0)"
13,0.65,0,0,10.289695622416435,2.114462977473736,4.2843756675720215,100000,"(0, 1, 0, 1, 1, 1, 0, 0)"
14,0.7000000000000001,0,0,10.445830957830246,2.1126340742444993,4.274643659591675,100000,"(0, 1, 1, 1, 0, 1, 1, 0)"
15,0.75,0,0,10.405899293937694,2.1079401688790322,4.249653339385986,100000,"(0, 1, 1, 1, 1, 0, 0, 0)"
16,0.8,0,0,10.473230141806857,2.1044853502559664,4.246722221374512,100000,"(0, 1, 1, 1, 1, 1, 1, 1)"
17,0.8500000000000001,0,0,10.422050929822394,2.086200176820755,4.196119070053101,100000,"(0, 1, 1, 1, 1, 1, 1, 0)"
18,0.9,0,0,10.383979459744898,2.0855155771899225,4.216058731079102,100000,"(0, 1, 1, 1, 1, 1, 0, 0)"
