,learning_rate,conv_iters,threshold,max_value,times_api,times_real,policy_updates,policies
0,0.0,0,0,10.182684170773303,1.9556283657741547,3.961904764175415,100000,"(0, 1, 1, 1, 1, 1, 0, 0)"
1,0.05,0,0,10.232082917336715,1.9546113358998298,3.9234907627105713,100000,"(0, 1, 1, 1, 1, 1, 1, 0)"
2,0.1,0,0,10.229502252794314,1.9266430299186708,3.940964937210083,100000,"(0, 1, 1, 1, 1, 1, 0, 0)"
3,0.15000000000000002,0,0,10.245069501385066,1.9636103234434128,3.913119316101074,100000,"(0, 1, 1, 1, 1, 1, 0, 0)"
4,0.2,0,0,10.274904252336134,1.9019207973957062,3.8562283515930176,100000,"(0, 1, 1, 1, 1, 0, 1, 1)"
5,0.25,0,0,10.292257695890623,1.924480278084278,3.8762972354888916,100000,"(0, 1, 1, 1, 0, 1, 1, 1)"
6,0.30000000000000004,0,0,10.273212210561997,1.9181547809886932,3.962113857269287,100000,"(0, 1, 1, 0, 1, 1, 0, 0)"
7,0.35000000000000003,0,0,10.359924752303302,1.9766249842977524,4.012031078338623,100000,"(0, 1, 1, 1, 1, 1, 0, 1)"
8,0.4,0,0,10.386348568415459,1.9327310206270218,3.939990282058716,100000,"(0, 1, 1, 1, 1, 1, 0, 1)"
9,0.45,0,0,10.35450417327518,2.0610583486795426,4.0825560092926025,100000,"(0, 1, 1, 1, 1, 1, 0, 1)"
10,0.5,0,0,10.430517903602349,2.0249491402673723,4.136309623718262,100000,"(0, 1, 1, 1, 1, 1, 0, 0)"
11,0.55,0,0,10.312940674069681,2.048681037080288,4.03934645652771,100000,"(0, 1, 1, 1, 1, 1, 1, 0)"
12,0.6000000000000001,0,0,10.661725204699636,1.9632742962622642,4.090579509735107,100000,"(0, 1, 1, 1, 0, 1, 1, 1)"
13,0.65,0,0,10.355314440885886,2.2913831371450426,4.624561071395874,100000,"(0, 1, 0, 0, 0, 1, 1, 1)"
14,0.7000000000000001,0,0,12.850888875308614,2.1468793053889272,4.542708158493042,100000,"(0, 1, 0, 1, 0, 1, 0, 0)"
15,0.75,0,0,10.4344428073913,2.59811122371912,5.136468410491943,100000,"(0, 1, 1, 1, 1, 0, 0, 0)"
16,0.8,0,0,10.50979848690497,2.57297679803133,5.007511615753174,100000,"(0, 1, 1, 1, 0, 0, 1, 0)"
17,0.8500000000000001,0,0,10.704821248576923,2.2156951680397987,4.502488374710083,100000,"(0, 1, 1, 1, 1, 1, 0, 0)"
18,0.9,0,0,10.595282100349086,2.294024335281849,4.679005861282349,100000,"(0, 1, 1, 1, 1, 1, 1, 0)"
