,eps,conv_iters,threshold,max_value,times_api,times_real,policy_updates,policies
0,0.0,0,0,17.668408484532513,2.0386251187849043,4.094285011291504,100000,"(0, 1, 1, 0, 1, 0, 0, 0)"
1,0.05,0,0,10.274989495294085,2.023673376760483,4.075245141983032,100000,"(0, 1, 0, 1, 0, 1, 0, 0)"
2,0.1,0,0,12.714608395317708,2.000497566614151,4.049192428588867,100000,"(0, 1, 1, 1, 1, 0, 0, 0)"
3,0.15000000000000002,0,0,15.297292917981384,2.0439822270202637,4.117396354675293,100000,"(0, 0, 1, 1, 0, 0, 0, 0)"
4,0.2,0,0,10.415649815721133,2.0034000639009477,4.047695636749268,100000,"(0, 1, 0, 1, 1, 0, 1, 0)"
5,0.25,0,0,10.42817946134134,2.016467737865448,4.065930366516113,100000,"(0, 1, 1, 0, 1, 1, 0, 0)"
6,0.30000000000000004,0,0,5.843345212232776,2.024699790015221,4.091817617416382,100000,"(0, 0, 1, 1, 1, 0, 1, 0)"
7,0.35000000000000003,0,0,10.38396180077509,2.0278589226436616,4.0950353145599365,100000,"(0, 1, 0, 1, 0, 1, 0, 0)"
8,0.4,0,0,10.459024540533601,2.0040982825064657,4.048203468322754,100000,"(0, 1, 1, 0, 1, 1, 0, 0)"
9,0.45,0,0,10.369407912002588,2.0348659367132185,4.096719980239868,100000,"(0, 1, 1, 1, 1, 1, 0, 0)"
10,0.5,0,0,11.617884892739312,2.009239299514294,4.059870004653931,100000,"(0, 1, 1, 1, 0, 0, 0, 0)"
11,0.55,0,0,10.456824979300425,2.0311626679635046,4.097944974899292,100000,"(0, 1, 1, 1, 1, 1, 1, 0)"
12,0.6000000000000001,0,0,10.429931889459732,1.9956015799069404,4.042248487472534,100000,"(0, 1, 1, 0, 1, 1, 0, 0)"
13,0.65,0,0,10.395814106827448,2.0229023556637764,4.080869674682617,100000,"(0, 1, 0, 1, 1, 1, 0, 1)"
14,0.7000000000000001,0,0,8.057965550814256,2.023621307489872,4.084121465682983,100000,"(0, 0, 1, 0, 1, 1, 0, 0)"
15,0.75,0,0,11.818523485445063,2.0139538192749025,4.064697742462158,100000,"(0, 1, 1, 1, 1, 0, 0, 0)"
16,0.8,0,0,10.34943912503417,1.9994034140872956,4.040929555892944,100000,"(0, 1, 1, 1, 0, 1, 0, 0)"
17,0.8500000000000001,0,0,10.426425087194028,2.0183117356824876,4.0678627490997314,100000,"(0, 1, 1, 1, 1, 0, 1, 0)"
18,0.9,0,0,10.450559889941534,1.9900411827778817,4.0266008377075195,100000,"(0, 1, 1, 0, 1, 1, 0, 1)"
