,eps,conv_iters,threshold,max_value,times_api,times_real,policy_updates,policies
0,0.0,0,0,5.64309054503772,2.054637714381218,4.120565891265869,100000,"(0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)"
1,0.05,0,0,10.195470378793065,2.0550230907058715,4.136437654495239,100000,"(0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0)"
2,0.1,0,0,10.33214639733432,2.0515289418029785,4.131584644317627,100000,"(0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0)"
3,0.15000000000000002,0,0,10.450813390048351,2.0519488955760004,4.130253791809082,100000,"(0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0)"
4,0.2,0,0,10.359475595415777,2.049403703196049,4.153833866119385,100000,"(0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0)"
5,0.25,0,0,10.3915956795431,2.0511364320755003,4.136826753616333,100000,"(0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0)"
6,0.30000000000000004,0,0,5.810226740641397,2.04777637857914,4.138186693191528,100000,"(0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0)"
7,0.35000000000000003,0,0,10.412039942865517,2.0457795975089073,4.134983777999878,100000,"(0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0)"
8,0.4,0,0,10.40121096715422,2.0636545147919656,4.18790602684021,100000,"(0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0)"
9,0.45,0,0,3.8393004547803153,2.067835738081932,4.164484262466431,100000,"(0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)"
10,0.5,0,0,10.311776235761059,2.0403121827054025,4.152728319168091,100000,"(0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0)"
11,0.55,0,0,10.388488428155293,2.073961769826412,4.1638264656066895,100000,"(0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0)"
12,0.6000000000000001,0,0,10.4515422624166,2.0204168482899667,4.089416265487671,100000,"(0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0)"
13,0.65,0,0,10.486566161753887,2.0457294940638544,4.122324466705322,100000,"(0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1)"
14,0.7000000000000001,0,0,10.447790840465714,2.031360687355995,4.100923299789429,100000,"(0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1)"
15,0.75,0,0,10.402445687242668,2.060541763188839,4.193826675415039,100000,"(0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0)"
16,0.8,0,0,10.432187697080959,2.020678206653595,4.0832226276397705,100000,"(0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0)"
17,0.8500000000000001,0,0,10.40417847583192,2.030914903101921,4.09466028213501,100000,"(0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0)"
18,0.9,0,0,10.39842703782147,2.022271842880249,4.0926830768585205,100000,"(0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0)"
