,eps,conv_iters,threshold,max_value,times_api,times_real,policy_updates,policies
0,0.0,0,0,10.316903896955308,2.0199783086490632,4.04944372177124,100000,"(0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)"
1,0.05,0,0,10.32323883518454,2.033525318953991,4.092315673828125,100000,"(0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0)"
2,0.1,0,0,10.410270382531149,2.0067248176312447,4.052675724029541,100000,"(0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0)"
3,0.15000000000000002,0,0,10.436205377108136,2.0280240252327917,4.093639850616455,100000,"(0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0)"
4,0.2,0,0,10.3804794720405,2.0034918853235246,4.0479207038879395,100000,"(0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0)"
5,0.25,0,0,6.210382709371443,2.05875940789938,4.137670993804932,100000,"(0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0)"
6,0.30000000000000004,0,0,10.283565343238871,1.9949758160734177,4.0256757736206055,100000,"(0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0)"
7,0.35000000000000003,0,0,10.49470531464789,2.021145438592434,4.07653284072876,100000,"(0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0)"
8,0.4,0,0,10.408145313731028,2.0096456848573685,4.061512470245361,100000,"(0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0)"
9,0.45,0,0,10.434263396533044,2.0250862239670755,4.083829164505005,100000,"(0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0)"
10,0.5,0,0,10.423127053883622,1.9892187682628633,4.022863149642944,100000,"(0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0)"
11,0.55,0,0,10.392492085769973,2.0226993424344064,4.071775436401367,100000,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)"
12,0.6000000000000001,0,0,10.466004730262746,2.000789151535034,4.044327259063721,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0)"
13,0.65,0,0,10.371804843843277,2.021015018584728,4.074616193771362,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0)"
14,0.7000000000000001,0,0,10.435991823181885,2.0060916872906684,4.03982400894165,100000,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1)"
15,0.75,0,0,10.417884108762875,2.0171664798092843,4.072593688964844,100000,"(0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0)"
16,0.8,0,0,10.39763012639739,2.004691323649883,4.053223371505737,100000,"(0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0)"
17,0.8500000000000001,0,0,10.413395140739938,2.0340393396162986,4.128642797470093,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0)"
18,0.9,0,0,10.41241228440632,2.018567198188305,4.061008930206299,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0)"
