,gammas,time,iters,policy,converge,v_map
0,0.05,0.026723623275756836,15,"[1. 1. 0. 0. 2. 1. 1. 0. 1. 1. 2. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 2. 1.
 1. 2. 1. 1. 2. 1. 0. 1. 1. 0. 2. 1. 0. 2. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 0. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 0.]",True,"[1.22070313e-17 2.44140625e-16 0.00000000e+00 0.00000000e+00
 1.95312500e-12 3.90625000e-11 7.81250000e-10 0.00000000e+00
 2.44140625e-16 4.88281250e-15 9.76562500e-14 1.95312500e-12
 0.00000000e+00 7.81250000e-10 1.56250000e-08 3.12500000e-07
 4.88281250e-15 9.76562500e-14 0.00000000e+00 3.90625000e-11
 7.81250000e-10 1.56250000e-08 3.12500000e-07 6.25000000e-06
 9.76562500e-14 1.95312500e-12 3.90625000e-11 7.81250000e-10
 1.56250000e-08 3.12500000e-07 0.00000000e+00 1.25000000e-04
 1.95312500e-12 0.00000000e+00 7.81250000e-10 1.56250000e-08
 0.00000000e+00 6.25000000e-06 1.25000000e-04 2.50000000e-03
 3.90625000e-11 7.81250000e-10 0.00000000e+00 3.12500000e-07
 1.56250000e-08 0.00000000e+00 2.50000000e-03 5.00000000e-02
 7.81250000e-10 1.56250000e-08 0.00000000e+00 6.25000000e-06
 0.00000000e+00 2.50000000e-03 5.00000000e-02 1.00000000e+00
 1.56250000e-08 3.12500000e-07 6.25000000e-06 1.25000000e-04
 2.50000000e-03 5.00000000e-02 1.00000000e+00 0.00000000e+00]"
1,0.1,0.025496721267700195,15,"[1. 1. 0. 0. 2. 1. 1. 0. 1. 1. 2. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 2. 1.
 1. 2. 1. 1. 2. 1. 0. 1. 1. 0. 2. 1. 0. 2. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 0. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 0.]",True,"[1.e-13 1.e-12 0.e+00 0.e+00 1.e-09 1.e-08 1.e-07 0.e+00 1.e-12 1.e-11
 1.e-10 1.e-09 0.e+00 1.e-07 1.e-06 1.e-05 1.e-11 1.e-10 0.e+00 1.e-08
 1.e-07 1.e-06 1.e-05 1.e-04 1.e-10 1.e-09 1.e-08 1.e-07 1.e-06 1.e-05
 0.e+00 1.e-03 1.e-09 0.e+00 1.e-07 1.e-06 0.e+00 1.e-04 1.e-03 1.e-02
 1.e-08 1.e-07 0.e+00 1.e-05 1.e-06 0.e+00 1.e-02 1.e-01 1.e-07 1.e-06
 0.e+00 1.e-04 0.e+00 1.e-02 1.e-01 1.e+00 1.e-06 1.e-05 1.e-04 1.e-03
 1.e-02 1.e-01 1.e+00 0.e+00]"
2,0.15000000000000002,0.025697946548461914,15,"[1. 1. 0. 0. 2. 1. 1. 0. 1. 1. 2. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 2. 1.
 1. 2. 1. 1. 2. 1. 0. 1. 1. 0. 2. 1. 0. 2. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 0. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 0.]",True,"[1.94619507e-11 1.29746338e-10 0.00000000e+00 0.00000000e+00
 3.84433594e-08 2.56289063e-07 1.70859375e-06 0.00000000e+00
 1.29746338e-10 8.64975586e-10 5.76650391e-09 3.84433594e-08
 0.00000000e+00 1.70859375e-06 1.13906250e-05 7.59375000e-05
 8.64975586e-10 5.76650391e-09 0.00000000e+00 2.56289063e-07
 1.70859375e-06 1.13906250e-05 7.59375000e-05 5.06250000e-04
 5.76650391e-09 3.84433594e-08 2.56289063e-07 1.70859375e-06
 1.13906250e-05 7.59375000e-05 0.00000000e+00 3.37500000e-03
 3.84433594e-08 0.00000000e+00 1.70859375e-06 1.13906250e-05
 0.00000000e+00 5.06250000e-04 3.37500000e-03 2.25000000e-02
 2.56289063e-07 1.70859375e-06 0.00000000e+00 7.59375000e-05
 1.13906250e-05 0.00000000e+00 2.25000000e-02 1.50000000e-01
 1.70859375e-06 1.13906250e-05 0.00000000e+00 5.06250000e-04
 0.00000000e+00 2.25000000e-02 1.50000000e-01 1.00000000e+00
 1.13906250e-05 7.59375000e-05 5.06250000e-04 3.37500000e-03
 2.25000000e-02 1.50000000e-01 1.00000000e+00 0.00000000e+00]"
3,0.2,0.026843786239624023,15,"[1. 1. 0. 0. 2. 1. 1. 0. 1. 1. 2. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 2. 1.
 1. 2. 1. 1. 2. 1. 0. 1. 1. 0. 2. 1. 0. 2. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 0. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 0.]",True,"[8.192e-10 4.096e-09 0.000e+00 0.000e+00 5.120e-07 2.560e-06 1.280e-05
 0.000e+00 4.096e-09 2.048e-08 1.024e-07 5.120e-07 0.000e+00 1.280e-05
 6.400e-05 3.200e-04 2.048e-08 1.024e-07 0.000e+00 2.560e-06 1.280e-05
 6.400e-05 3.200e-04 1.600e-03 1.024e-07 5.120e-07 2.560e-06 1.280e-05
 6.400e-05 3.200e-04 0.000e+00 8.000e-03 5.120e-07 0.000e+00 1.280e-05
 6.400e-05 0.000e+00 1.600e-03 8.000e-03 4.000e-02 2.560e-06 1.280e-05
 0.000e+00 3.200e-04 6.400e-05 0.000e+00 4.000e-02 2.000e-01 1.280e-05
 6.400e-05 0.000e+00 1.600e-03 0.000e+00 4.000e-02 2.000e-01 1.000e+00
 6.400e-05 3.200e-04 1.600e-03 8.000e-03 4.000e-02 2.000e-01 1.000e+00
 0.000e+00]"
4,0.25,0.026011943817138672,15,"[1. 1. 0. 0. 2. 1. 1. 0. 1. 1. 2. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 2. 1.
 1. 2. 1. 1. 2. 1. 0. 1. 1. 0. 2. 1. 0. 2. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 0. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 0.]",True,"[1.49011612e-08 5.96046448e-08 0.00000000e+00 0.00000000e+00
 3.81469727e-06 1.52587891e-05 6.10351562e-05 0.00000000e+00
 5.96046448e-08 2.38418579e-07 9.53674316e-07 3.81469727e-06
 0.00000000e+00 6.10351562e-05 2.44140625e-04 9.76562500e-04
 2.38418579e-07 9.53674316e-07 0.00000000e+00 1.52587891e-05
 6.10351562e-05 2.44140625e-04 9.76562500e-04 3.90625000e-03
 9.53674316e-07 3.81469727e-06 1.52587891e-05 6.10351562e-05
 2.44140625e-04 9.76562500e-04 0.00000000e+00 1.56250000e-02
 3.81469727e-06 0.00000000e+00 6.10351562e-05 2.44140625e-04
 0.00000000e+00 3.90625000e-03 1.56250000e-02 6.25000000e-02
 1.52587891e-05 6.10351562e-05 0.00000000e+00 9.76562500e-04
 2.44140625e-04 0.00000000e+00 6.25000000e-02 2.50000000e-01
 6.10351562e-05 2.44140625e-04 0.00000000e+00 3.90625000e-03
 0.00000000e+00 6.25000000e-02 2.50000000e-01 1.00000000e+00
 2.44140625e-04 9.76562500e-04 3.90625000e-03 1.56250000e-02
 6.25000000e-02 2.50000000e-01 1.00000000e+00 0.00000000e+00]"
5,0.3,0.025627613067626953,15,"[1. 1. 0. 0. 2. 1. 1. 0. 1. 1. 2. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 2. 1.
 1. 2. 1. 1. 2. 1. 0. 1. 1. 0. 2. 1. 0. 2. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 0. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 0.]",True,"[1.594323e-07 5.314410e-07 0.000000e+00 0.000000e+00 1.968300e-05
 6.561000e-05 2.187000e-04 0.000000e+00 5.314410e-07 1.771470e-06
 5.904900e-06 1.968300e-05 0.000000e+00 2.187000e-04 7.290000e-04
 2.430000e-03 1.771470e-06 5.904900e-06 0.000000e+00 6.561000e-05
 2.187000e-04 7.290000e-04 2.430000e-03 8.100000e-03 5.904900e-06
 1.968300e-05 6.561000e-05 2.187000e-04 7.290000e-04 2.430000e-03
 0.000000e+00 2.700000e-02 1.968300e-05 0.000000e+00 2.187000e-04
 7.290000e-04 0.000000e+00 8.100000e-03 2.700000e-02 9.000000e-02
 6.561000e-05 2.187000e-04 0.000000e+00 2.430000e-03 7.290000e-04
 0.000000e+00 9.000000e-02 3.000000e-01 2.187000e-04 7.290000e-04
 0.000000e+00 8.100000e-03 0.000000e+00 9.000000e-02 3.000000e-01
 1.000000e+00 7.290000e-04 2.430000e-03 8.100000e-03 2.700000e-02
 9.000000e-02 3.000000e-01 1.000000e+00 0.000000e+00]"
6,0.35000000000000003,0.026177167892456055,15,"[1. 1. 0. 0. 2. 1. 1. 0. 1. 1. 2. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 2. 1.
 1. 2. 1. 1. 2. 1. 0. 1. 1. 0. 2. 1. 0. 2. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 0. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 0.]",True,"[1.18272718e-06 3.37922051e-06 0.00000000e+00 0.00000000e+00
 7.88156387e-05 2.25187539e-04 6.43392969e-04 0.00000000e+00
 3.37922051e-06 9.65491574e-06 2.75854735e-05 7.88156387e-05
 0.00000000e+00 6.43392969e-04 1.83826563e-03 5.25218750e-03
 9.65491574e-06 2.75854735e-05 0.00000000e+00 2.25187539e-04
 6.43392969e-04 1.83826563e-03 5.25218750e-03 1.50062500e-02
 2.75854735e-05 7.88156387e-05 2.25187539e-04 6.43392969e-04
 1.83826563e-03 5.25218750e-03 0.00000000e+00 4.28750000e-02
 7.88156387e-05 0.00000000e+00 6.43392969e-04 1.83826563e-03
 0.00000000e+00 1.50062500e-02 4.28750000e-02 1.22500000e-01
 2.25187539e-04 6.43392969e-04 0.00000000e+00 5.25218750e-03
 1.83826563e-03 0.00000000e+00 1.22500000e-01 3.50000000e-01
 6.43392969e-04 1.83826563e-03 0.00000000e+00 1.50062500e-02
 0.00000000e+00 1.22500000e-01 3.50000000e-01 1.00000000e+00
 1.83826563e-03 5.25218750e-03 1.50062500e-02 4.28750000e-02
 1.22500000e-01 3.50000000e-01 1.00000000e+00 0.00000000e+00]"
7,0.4,0.026419639587402344,15,"[1. 1. 0. 0. 2. 1. 1. 0. 1. 1. 2. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 2. 1.
 1. 2. 1. 1. 2. 1. 0. 1. 1. 0. 2. 1. 0. 2. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 0. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 0.]",True,"[6.7108864e-06 1.6777216e-05 0.0000000e+00 0.0000000e+00 2.6214400e-04
 6.5536000e-04 1.6384000e-03 0.0000000e+00 1.6777216e-05 4.1943040e-05
 1.0485760e-04 2.6214400e-04 0.0000000e+00 1.6384000e-03 4.0960000e-03
 1.0240000e-02 4.1943040e-05 1.0485760e-04 0.0000000e+00 6.5536000e-04
 1.6384000e-03 4.0960000e-03 1.0240000e-02 2.5600000e-02 1.0485760e-04
 2.6214400e-04 6.5536000e-04 1.6384000e-03 4.0960000e-03 1.0240000e-02
 0.0000000e+00 6.4000000e-02 2.6214400e-04 0.0000000e+00 1.6384000e-03
 4.0960000e-03 0.0000000e+00 2.5600000e-02 6.4000000e-02 1.6000000e-01
 6.5536000e-04 1.6384000e-03 0.0000000e+00 1.0240000e-02 4.0960000e-03
 0.0000000e+00 1.6000000e-01 4.0000000e-01 1.6384000e-03 4.0960000e-03
 0.0000000e+00 2.5600000e-02 0.0000000e+00 1.6000000e-01 4.0000000e-01
 1.0000000e+00 4.0960000e-03 1.0240000e-02 2.5600000e-02 6.4000000e-02
 1.6000000e-01 4.0000000e-01 1.0000000e+00 0.0000000e+00]"
8,0.45,0.025851964950561523,15,"[1. 1. 0. 0. 2. 1. 1. 0. 1. 1. 2. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 2. 1.
 1. 2. 1. 1. 2. 1. 0. 1. 1. 0. 2. 1. 0. 2. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 0. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 0.]",True,"[3.10286356e-05 6.89525236e-05 0.00000000e+00 0.00000000e+00
 7.56680643e-04 1.68151254e-03 3.73669453e-03 0.00000000e+00
 6.89525236e-05 1.53227830e-04 3.40506289e-04 7.56680643e-04
 0.00000000e+00 3.73669453e-03 8.30376563e-03 1.84528125e-02
 1.53227830e-04 3.40506289e-04 0.00000000e+00 1.68151254e-03
 3.73669453e-03 8.30376563e-03 1.84528125e-02 4.10062500e-02
 3.40506289e-04 7.56680643e-04 1.68151254e-03 3.73669453e-03
 8.30376563e-03 1.84528125e-02 0.00000000e+00 9.11250000e-02
 7.56680643e-04 0.00000000e+00 3.73669453e-03 8.30376563e-03
 0.00000000e+00 4.10062500e-02 9.11250000e-02 2.02500000e-01
 1.68151254e-03 3.73669453e-03 0.00000000e+00 1.84528125e-02
 8.30376563e-03 0.00000000e+00 2.02500000e-01 4.50000000e-01
 3.73669453e-03 8.30376563e-03 0.00000000e+00 4.10062500e-02
 0.00000000e+00 2.02500000e-01 4.50000000e-01 1.00000000e+00
 8.30376563e-03 1.84528125e-02 4.10062500e-02 9.11250000e-02
 2.02500000e-01 4.50000000e-01 1.00000000e+00 0.00000000e+00]"
9,0.5,0.026131391525268555,15,"[1. 1. 0. 0. 2. 1. 1. 0. 1. 1. 2. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 2. 1.
 1. 2. 1. 1. 2. 1. 0. 1. 1. 0. 2. 1. 0. 2. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 0. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 0.]",True,"[1.22070312e-04 2.44140625e-04 0.00000000e+00 0.00000000e+00
 1.95312500e-03 3.90625000e-03 7.81250000e-03 0.00000000e+00
 2.44140625e-04 4.88281250e-04 9.76562500e-04 1.95312500e-03
 0.00000000e+00 7.81250000e-03 1.56250000e-02 3.12500000e-02
 4.88281250e-04 9.76562500e-04 0.00000000e+00 3.90625000e-03
 7.81250000e-03 1.56250000e-02 3.12500000e-02 6.25000000e-02
 9.76562500e-04 1.95312500e-03 3.90625000e-03 7.81250000e-03
 1.56250000e-02 3.12500000e-02 0.00000000e+00 1.25000000e-01
 1.95312500e-03 0.00000000e+00 7.81250000e-03 1.56250000e-02
 0.00000000e+00 6.25000000e-02 1.25000000e-01 2.50000000e-01
 3.90625000e-03 7.81250000e-03 0.00000000e+00 3.12500000e-02
 1.56250000e-02 0.00000000e+00 2.50000000e-01 5.00000000e-01
 7.81250000e-03 1.56250000e-02 0.00000000e+00 6.25000000e-02
 0.00000000e+00 2.50000000e-01 5.00000000e-01 1.00000000e+00
 1.56250000e-02 3.12500000e-02 6.25000000e-02 1.25000000e-01
 2.50000000e-01 5.00000000e-01 1.00000000e+00 0.00000000e+00]"
