,learning_rate,conv_iters,threshold,max_value,times_api,times_real,policy_updates,policies
0,0.0,0,0,10.193496037533855,1.8847961400675775,3.7675960063934326,100000,"(0, 1, 1, 0)"
1,0.05,0,0,10.168229607212435,1.9025365834116936,3.827392101287842,100000,"(0, 1, 1, 0)"
2,0.1,0,0,28.328357855856087,1.9052091892886163,3.8512227535247803,100000,"(0, 1, 0, 0)"
3,0.15000000000000002,0,0,10.306425730783719,1.9132241236186027,3.853564977645874,100000,"(0, 1, 1, 1)"
4,0.2,0,0,10.3720058287641,1.882368797595501,3.803748846054077,100000,"(0, 1, 1, 1)"
5,0.25,0,0,10.378511004962954,1.9017031200289727,3.846769332885742,100000,"(0, 1, 1, 1)"
6,0.30000000000000004,0,0,10.354897433690207,1.8765465136146546,3.792332887649536,100000,"(0, 1, 1, 1)"
7,0.35000000000000003,0,0,10.345447497004143,1.9633259165263175,4.014612436294556,100000,"(0, 1, 1, 0)"
8,0.4,0,0,10.418449232511273,1.9350630261135102,3.9715187549591064,100000,"(0, 1, 1, 0)"
9,0.45,0,0,11.049796732965243,2.248867531235218,4.730406045913696,100000,"(0, 1, 1, 0)"
10,0.5,0,0,10.393182863820256,2.108295825281143,4.147346019744873,100000,"(0, 1, 1, 1)"
11,0.55,0,0,10.368345226749147,2.0018174568772316,3.9679207801818848,100000,"(0, 1, 0, 1)"
12,0.6000000000000001,0,0,28.962273026964418,1.9827180392193795,4.016352653503418,100000,"(0, 1, 0, 0)"
13,0.65,0,0,10.58670089245713,2.097181090025902,4.068012237548828,100000,"(0, 1, 1, 1)"
14,0.7000000000000001,0,0,30.14511992285642,2.061457007563114,4.216788053512573,100000,"(0, 0, 0, 0)"
15,0.75,0,0,31.10106327219451,2.0647439395213127,4.285492658615112,100000,"(0, 0, 0, 0)"
16,0.8,0,0,10.658872317839919,1.994115049726963,3.9385054111480713,100000,"(0, 1, 1, 0)"
17,0.8500000000000001,0,0,13.127533437630097,1.9065550099468231,3.847409725189209,100000,"(0, 1, 1, 0)"
18,0.9,0,0,36.70909012043331,1.9144464287233354,3.861645460128784,100000,"(0, 0, 0, 0)"
