,gamma,conv_iters,threshold,max_value,times_api,times_real,policy_updates,policies
0,0.0,0,0,3.728240914461323,2.0359047801351546,4.084487438201904,100000,"(0, 1, 1, 0)"
1,0.05,0,0,3.967186633551397,2.0419306169867517,4.118544340133667,100000,"(0, 1, 1, 0)"
2,0.1,0,0,3.985034925790278,2.0432728837752343,4.136907339096069,100000,"(0, 1, 1, 0)"
3,0.15000000000000002,0,0,4.337232140613625,2.038362541885376,4.110083818435669,100000,"(0, 1, 1, 0)"
4,0.2,0,0,4.287917251270033,2.0413555913996695,4.1305091381073,100000,"(0, 1, 1, 0)"
5,0.25,0,0,4.816027205930562,2.034906387836933,4.109928607940674,100000,"(0, 1, 1, 0)"
6,0.30000000000000004,0,0,4.75536286033724,2.0390246607995035,4.121341228485107,100000,"(0, 1, 1, 0)"
7,0.35000000000000003,0,0,4.678359778229841,2.036252233214378,4.111927032470703,100000,"(0, 1, 1, 0)"
8,0.4,0,0,5.167441979338628,2.020072342529297,4.084655523300171,100000,"(0, 1, 1, 0)"
9,0.45,0,0,1.2360289733025749,2.040008306913376,4.120276212692261,100000,"(0, 1, 1, 1)"
10,0.5,0,0,5.335135132740615,2.0422649891471862,4.128995180130005,100000,"(0, 1, 1, 0)"
11,0.55,0,0,5.569475430097949,2.0379401346731187,4.112642765045166,100000,"(0, 1, 1, 0)"
12,0.6000000000000001,0,0,8.754359746230918,2.027053679802418,4.106235504150391,100000,"(0, 1, 0, 0)"
13,0.65,0,0,1.683677615126705,2.037958122897148,4.113130331039429,100000,"(0, 1, 1, 1)"
14,0.7000000000000001,0,0,6.81434083133057,2.0341267347598078,4.116501569747925,100000,"(0, 1, 1, 0)"
15,0.75,0,0,12.876119919853709,2.0363272150182725,4.119227170944214,100000,"(0, 0, 0, 0)"
16,0.8,0,0,7.270786660396283,2.0804289530038833,4.1774914264678955,100000,"(0, 1, 1, 0)"
17,0.8500000000000001,0,0,3.4574365635287214,2.0840212832188607,4.190201044082642,100000,"(0, 1, 1, 1)"
18,0.9,0,0,4.984461755219736,2.0289067026400565,4.104621171951294,100000,"(0, 1, 1, 1)"
