,gammas,conv_iters,max_value,times_api,times_real,policy_updates,policies,V,all_stats
0,0.05,1,4.188718998076368,0.00034928321838378906,0.0005252361297607422,1,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0)","(0.04532863258625033, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 1.0022664316293126, 4.188718998076368)","[{'State': None, 'Action': None, 'Reward': 4.188718998076368, 'Error': 6.938893903907228e-18, 'Time': 0.00034928321838378906, 'Max V': 4.188718998076368, 'Mean V': 1.0951628802711457}]"
1,0.1,1,4.396612561750176,0.00033020973205566406,0.0005004405975341797,1,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0)","(0.09174311926605505, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 1.0091743119266054, 4.396612561750176)","[{'State': None, 'Action': None, 'Reward': 4.396612561750176, 'Error': 0.0, 'Time': 0.00033020973205566406, 'Max V': 4.396612561750176, 'Mean V': 1.1120912726417311}]"
2,0.15000000000000002,1,4.626704033960099,0.0003268718719482422,0.0004937648773193359,1,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0)","(0.13993262503239184, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 1.0209898937548587, 4.626704033960099)","[{'State': None, 'Action': None, 'Reward': 4.626704033960099, 'Error': 2.7755575615628914e-17, 'Time': 0.0003268718719482422, 'Max V': 4.626704033960099, 'Mean V': 1.1345172633999743}]"
3,0.2,1,4.882699462587847,0.0003247261047363281,0.0004906654357910156,1,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0)","(0.1906779661016949, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 1.0381355932203389, 4.882699462587847)","[{'State': None, 'Action': None, 'Reward': 4.882699462587847, 'Error': 8.881784197001252e-16, 'Time': 0.0003247261047363281, 'Max V': 4.882699462587847, 'Mean V': 1.163015019980708}]"
4,0.25,2,5.16919025674786,0.0010001659393310547,0.000843048095703125,2,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)","(0.24489795918367352, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.0612244897959184, 1.1691902567478603, 5.16919025674786)","[{'State': None, 'Action': None, 'Reward': 5.16919025674786, 'Error': 0.10796576695194204, 'Time': 0.0003268718719482422, 'Max V': 5.16919025674786, 'Mean V': 1.1983761246434057}, {'State': None, 'Action': None, 'Reward': 5.16919025674786, 'Error': 8.881784197001252e-16, 'Time': 0.0006732940673828125, 'Max V': 5.16919025674786, 'Mean V': 1.2028746982664031}]"
5,0.3,2,5.491933371342282,0.0011286735534667969,0.0009284019470214844,2,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)","(0.3037120359955006, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.09111361079865, 1.491933371342281, 5.491933371342282)","[{'State': None, 'Action': None, 'Reward': 5.491933371342282, 'Error': 0.400819760543631, 'Time': 0.0003840923309326172, 'Max V': 5.491933371342282, 'Mean V': 1.2416727018711704}, {'State': None, 'Action': None, 'Reward': 5.491933371342282, 'Error': 8.881784197001252e-16, 'Time': 0.0007445812225341797, 'Max V': 5.491933371342282, 'Mean V': 1.2583735252271548}]"
6,0.35000000000000003,2,5.858245997570469,0.0012197494506835938,0.0010085105895996094,2,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)","(0.36852880959344847, 1.1289850833577069, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.128985083357707, 1.8582459975704688, 5.858245997570469)","[{'State': None, 'Action': None, 'Reward': 5.858245997570469, 'Error': 0.7292609142127617, 'Time': 0.0004150867462158203, 'Max V': 5.858245997570469, 'Mean V': 1.2943519433763948}, {'State': None, 'Action': None, 'Reward': 5.858245997570469, 'Error': 2.220446049250313e-16, 'Time': 0.0008046627044677734, 'Max V': 5.858245997570469, 'Mean V': 1.3247378148019266}]"
7,0.4,2,6.277573529411765,0.0011560916900634766,0.0009469985961914062,2,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)","(0.44117647058823534, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 1.1764705882352942, 2.2775735294117654, 6.277573529411765)","[{'State': None, 'Action': None, 'Reward': 6.277573529411765, 'Error': 1.1011029411764708, 'Time': 0.00040149688720703125, 'Max V': 6.277573529411765, 'Mean V': 1.3583792892156863}, {'State': None, 'Action': None, 'Reward': 6.277573529411765, 'Error': 8.881784197001252e-16, 'Time': 0.0007545948028564453, 'Max V': 6.277573529411765, 'Mean V': 1.4042585784313726}]"
8,0.45,2,6.762327059584753,0.0010302066802978516,0.0008599758148193359,2,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)","(0.5241022322872857, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 1.2358460045292785, 2.762327059584753, 6.762327059584753)","[{'State': None, 'Action': None, 'Reward': 6.762327059584753, 'Error': 1.5264810550554746, 'Time': 0.0003426074981689453, 'Max V': 6.762327059584753, 'Mean V': 1.43646005797984}, {'State': None, 'Action': None, 'Reward': 6.762327059584753, 'Error': 0.0, 'Time': 0.0006875991821289062, 'Max V': 6.762327059584753, 'Mean V': 1.5000634352738185}]"
9,0.5,3,7.329153605015673,0.0020029544830322266,0.0011789798736572266,3,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0)","(0.6206896551724138, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.3103448275862069, 1.5291536050156738, 3.3291536050156734, 7.329153605015673)","[{'State': None, 'Action': None, 'Reward': 7.329153605015673, 'Error': 2.0188087774294665, 'Time': 0.00032639503479003906, 'Max V': 7.329153605015673, 'Mean V': 1.53239289446186}, {'State': None, 'Action': None, 'Reward': 7.329153605015673, 'Error': 0.21880877742946692, 'Time': 0.0006668567657470703, 'Max V': 7.329153605015673, 'Mean V': 1.6165099268547543}, {'State': None, 'Action': None, 'Reward': 7.329153605015673, 'Error': 1.1102230246251565e-16, 'Time': 0.0010097026824951172, 'Max V': 7.329153605015673, 'Mean V': 1.6256269592476489}]"
