,learning_rate,conv_iters,threshold,max_value,times_api,times_real,policy_updates,policies
0,0.0,0,0,10.22334060883457,2.262310600812435,4.627786874771118,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0)"
1,0.05,0,0,10.229963347289459,2.3798058644390108,4.798835515975952,100000,"(0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1)"
2,0.1,0,0,10.22456405174968,2.35381395131588,4.770840883255005,100000,"(0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0)"
3,0.15000000000000002,0,0,10.27671796581602,2.3508230515193937,4.735989570617676,100000,"(0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1)"
4,0.2,0,0,10.306044478264754,2.22764229619503,4.510129451751709,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0)"
5,0.25,0,0,10.326385737173087,2.3189956685638426,4.6951751708984375,100000,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)"
6,0.30000000000000004,0,0,10.243287073316603,2.272150598781109,4.577663898468018,100000,"(0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)"
7,0.35000000000000003,0,0,10.239526713699721,2.303688117892742,4.609448194503784,100000,"(0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0)"
8,0.4,0,0,10.315591784783733,2.2428526800608637,4.581762790679932,100000,"(0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0)"
9,0.45,0,0,10.452118431088095,2.3426942674279214,4.732213973999023,100000,"(0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1)"
10,0.5,0,0,10.442640020695833,2.2698495411133766,4.602816343307495,100000,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)"
11,0.55,0,0,10.499475455893649,2.2662008676147463,4.6745195388793945,100000,"(0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0)"
12,0.6000000000000001,0,0,10.447679862735175,2.263613835301399,4.649678707122803,100000,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0)"
13,0.65,0,0,10.410899145070605,2.3334922062158583,4.788987159729004,100000,"(0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0)"
14,0.7000000000000001,0,0,10.441230210062903,2.3607770871710776,4.748102188110352,100000,"(0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)"
15,0.75,0,0,10.47283889312127,2.3480920463728903,4.869638204574585,100000,"(0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0)"
16,0.8,0,0,10.733789853029027,2.2886209887075424,4.631162881851196,100000,"(0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0)"
17,0.8500000000000001,0,0,10.236346399038991,2.3734168254280092,4.783376216888428,100000,"(0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1)"
18,0.9,0,0,6.023654073463155,2.3870568593883514,4.819661855697632,100000,"(0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0)"
